"","_id","measure_id","measure_name","interval_type","value_type","measure_value","year_to_date_variance","budget_variance","decimal_accuracy","desired_direction","category","data_source_notes","city_perspective_note","year","period_number_in_year","target","note"
"6210",6210,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16790,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2008,7,NA,NA
"6211",6211,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16680,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2008,8,NA,NA
"6212",6212,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",15655,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2008,9,NA,NA
"6213",6213,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",15253,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2008,10,NA,NA
"6214",6214,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",15049,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2008,11,NA,NA
"6215",6215,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",14767,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2008,12,NA,NA
"6216",6216,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",14720,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2009,1,NA,NA
"6217",6217,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",14891,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2009,2,NA,NA
"6218",6218,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",15342,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2009,3,NA,NA
"6219",6219,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",15588,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2009,4,NA,NA
"6220",6220,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",15974,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2009,5,NA,NA
"6221",6221,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16473,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2009,6,NA,NA
"6222",6222,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16411,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2009,7,NA,NA
"6223",6223,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17851,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2009,8,NA,NA
"6224",6224,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18796,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2009,9,NA,NA
"6225",6225,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18236,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2009,10,NA,NA
"6226",6226,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17774,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2009,11,NA,NA
"6227",6227,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16564,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2009,12,NA,NA
"6228",6228,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16878,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2010,1,NA,NA
"6229",6229,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16856,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2010,2,NA,NA
"6230",6230,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17158,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2010,3,NA,NA
"6231",6231,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17465,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2010,4,NA,NA
"6232",6232,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17504,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2010,5,NA,NA
"6233",6233,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17932,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2010,6,NA,NA
"6234",6234,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18297,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2010,7,NA,NA
"6235",6235,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18760,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2010,8,NA,NA
"6236",6236,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18154,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2010,9,NA,NA
"6237",6237,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16863,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2010,10,NA,NA
"6238",6238,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16921,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2010,11,NA,NA
"6239",6239,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17731,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2010,12,NA,NA
"6240",6240,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17700,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2011,1,NA,NA
"6241",6241,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17802,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2011,2,NA,NA
"6242",6242,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17449,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2011,3,NA,NA
"6243",6243,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18394,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2011,4,NA,NA
"6244",6244,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18943,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2011,5,NA,NA
"6245",6245,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",19500,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2011,6,NA,NA
"6246",6246,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",20366,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2011,7,NA,NA
"6247",6247,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",20982,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2011,8,NA,NA
"6248",6248,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",20909,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2011,9,NA,NA
"6249",6249,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",19796,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2011,10,NA,NA
"6250",6250,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",19454,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2011,11,NA,NA
"6251",6251,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",19528,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2011,12,NA,NA
"6252",6252,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",20355,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2012,1,NA,NA
"6253",6253,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",21161,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2012,2,NA,NA
"6254",6254,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",21148,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2012,3,NA,NA
"6255",6255,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",21251,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2012,4,NA,NA
"6256",6256,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",21386,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2012,5,NA,NA
"6257",6257,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",21142,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2012,6,NA,NA
"6258",6258,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",21707,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2012,7,NA,NA
"6259",6259,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",22259,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2012,8,NA,NA
"6260",6260,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",22104,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2012,9,NA,NA
"6261",6261,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",21800,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2012,10,NA,NA
"6262",6262,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",21063,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2012,11,NA,NA
"6263",6263,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",20739,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2012,12,NA,NA
"6264",6264,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",19790,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2013,1,NA,NA
"6265",6265,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",19488,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2013,2,NA,NA
"6266",6266,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18832,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2013,3,NA,NA
"6267",6267,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18893,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2013,4,NA,NA
"6268",6268,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",19267,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2013,5,NA,NA
"6269",6269,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18772,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2013,6,NA,NA
"6270",6270,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18242,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2013,7,NA,NA
"6271",6271,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",19182,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2013,8,NA,NA
"6272",6272,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",19301,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2013,9,NA,NA
"6273",6273,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18702,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2013,10,NA,NA
"6274",6274,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17830,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2013,11,NA,NA
"6275",6275,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16580,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2013,12,NA,NA
"6276",6276,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16319,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2014,1,NA,NA
"6277",6277,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16598,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2014,2,NA,NA
"6278",6278,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16286,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2014,3,NA,NA
"6279",6279,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16873,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2014,4,NA,NA
"6280",6280,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17555,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2014,5,NA,NA
"6281",6281,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17736,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2014,6,NA,NA
"6282",6282,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17684,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2014,7,NA,NA
"6283",6283,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",18062,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2014,8,NA,NA
"6284",6284,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17992,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2014,9,NA,NA
"6285",6285,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17284,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2014,10,NA,NA
"6286",6286,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16964,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2014,11,NA,NA
"6287",6287,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16912,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2014,12,NA,NA
"6288",6288,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",16996,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2015,1,NA,NA
"6289",6289,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17139,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2015,2,NA,NA
"6290",6290,2.29,"Number of Children on Wait list for a Child Care Fee Subsidy","m","n",17162,0.01,NA,NA,"Down","Community Vulnerability"," Source: City of Toronto, Children 's Services ","",2015,3,NA,NA
