"","_id","measure_id","measure_name","interval_type","value_type","measure_value","year_to_date_variance","budget_variance","decimal_accuracy","desired_direction","category","data_source_notes","city_perspective_note","year","period_number_in_year","target","note"
"540",540,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1689,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2020,9,NA,NA
"541",541,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1753,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2020,10,NA,NA
"542",542,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1821,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2020,11,NA,NA
"543",543,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1793,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2020,12,NA,NA
"544",544,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1758,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2021,1,NA,NA
"545",545,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1668,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2021,2,NA,NA
"546",546,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1617,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2021,3,NA,NA
"547",547,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1598,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2021,4,NA,NA
"548",548,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1598,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2021,5,NA,NA
"549",549,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1624,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2021,6,NA,NA
"550",550,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1619,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2021,7,NA,NA
"551",551,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1622,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2021,8,NA,NA
"552",552,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1605,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2021,9,NA,NA
"553",553,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1554,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2021,10,NA,NA
"554",554,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1513,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2021,11,NA,NA
"555",555,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.15,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2021,12,NA,NA
"556",556,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1542,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2022,1,NA,NA
"557",557,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1508,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2022,2,NA,NA
"558",558,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1515,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2022,3,NA,NA
"559",559,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1469,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2022,4,NA,NA
"560",560,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1512,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2022,5,NA,NA
"561",561,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1472,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2022,6,NA,NA
"562",562,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1451,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2022,7,NA,NA
"563",563,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1429,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2022,8,NA,NA
"564",564,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1445,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2022,9,NA,NA
"565",565,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1493,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2022,10,NA,NA
"566",566,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.151,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2022,11,NA,NA
"567",567,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1466,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2022,12,NA,NA
"568",568,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1476,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2023,1,NA,NA
"569",569,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1449,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2023,2,NA,NA
"570",570,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1495,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2023,3,NA,NA
"571",571,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1462,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2023,4,NA,NA
"572",572,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1441,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2023,5,NA,NA
"573",573,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.14,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2023,6,NA,NA
"574",574,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1358,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2023,7,NA,NA
"575",575,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1361,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2023,8,NA,NA
"576",576,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1407,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2023,9,NA,NA
"577",577,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1432,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2023,10,NA,NA
"578",578,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1497,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2023,11,NA,NA
"579",579,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1502,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2023,12,NA,NA
"580",580,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1517,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2024,1,NA,NA
"581",581,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1486,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2024,2,NA,NA
"582",582,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1452,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2024,3,NA,NA
"583",583,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1407,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2024,4,NA,NA
"584",584,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1392,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2024,5,NA,NA
"585",585,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1432,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2024,6,NA,NA
"586",586,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1501,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2024,7,NA,NA
"587",587,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.1519,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2024,8,NA,NA
"588",588,1.06,"Percentage who are Self-Employed (Toronto Residents)","m","p",0.153,NA,NA,1,"Up","Economy","Source: Statistics Canada, Labour Force Survey. 3-month moving average","Colour scheme is based on the city 's perspective that an increased number of people employed is indicative of a growing economy. ",2024,9,NA,NA
"589",589,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0785,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2007,1,NA,NA
"590",590,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0754,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2007,2,NA,NA
"591",591,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0792,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2007,3,NA,NA
"592",592,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0813,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2007,4,NA,NA
"593",593,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0798,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2007,5,NA,NA
"594",594,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0782,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2007,6,NA,NA
"595",595,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0784,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2007,7,NA,NA
"596",596,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0786,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2007,8,NA,NA
"597",597,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0788,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2007,9,NA,NA
"598",598,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0787,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2007,10,NA,NA
"599",599,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0817,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2007,11,NA,NA
"600",600,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0813,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2007,12,NA,NA
"601",601,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0803,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2008,1,NA,NA
"602",602,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0756,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2008,2,NA,NA
"603",603,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0753,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2008,3,NA,NA
"604",604,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0717,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2008,4,NA,NA
"605",605,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0724,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2008,5,NA,NA
"606",606,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0723,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2008,6,NA,NA
"607",607,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0752,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2008,7,NA,NA
"608",608,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0763,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2008,8,NA,NA
"609",609,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0764,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2008,9,NA,NA
"610",610,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.078,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2008,10,NA,NA
"611",611,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0784,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2008,11,NA,NA
"612",612,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0812,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2008,12,NA,NA
"613",613,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0849,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2009,1,NA,NA
"614",614,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0908,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2009,2,NA,NA
"615",615,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0948,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2009,3,NA,NA
"616",616,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0944,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2009,4,NA,NA
"617",617,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0975,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2009,5,NA,NA
"618",618,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1014,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2009,6,NA,NA
"619",619,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1074,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2009,7,NA,NA
"620",620,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1084,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2009,8,NA,NA
"621",621,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1047,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2009,9,NA,NA
"622",622,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1018,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2009,10,NA,NA
"623",623,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1016,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2009,11,NA,NA
"624",624,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1026,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2009,12,NA,NA
"625",625,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1025,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2010,1,NA,NA
"626",626,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1018,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2010,2,NA,NA
"627",627,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1006,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2010,3,NA,NA
"628",628,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1022,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2010,4,NA,NA
"629",629,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1038,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2010,5,NA,NA
"630",630,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1046,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2010,6,NA,NA
"631",631,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1002,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2010,7,NA,NA
"632",632,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1009,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2010,8,NA,NA
"633",633,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1025,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2010,9,NA,NA
"634",634,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1042,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2010,10,NA,NA
"635",635,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0995,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2010,11,NA,NA
"636",636,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0969,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2010,12,NA,NA
"637",637,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0965,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2011,1,NA,NA
"638",638,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0959,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2011,2,NA,NA
"639",639,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0983,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2011,3,NA,NA
"640",640,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0983,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2011,4,NA,NA
"641",641,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2011,5,NA,NA
"642",642,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0974,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2011,6,NA,NA
"643",643,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0964,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2011,7,NA,NA
"644",644,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0929,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2011,8,NA,NA
"645",645,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0902,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2011,9,NA,NA
"646",646,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0903,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2011,10,NA,NA
"647",647,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0915,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2011,11,NA,NA
"648",648,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0927,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2011,12,NA,NA
"649",649,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0976,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2012,1,NA,NA
"650",650,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0989,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2012,2,NA,NA
"651",651,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0993,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2012,3,NA,NA
"652",652,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0984,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2012,4,NA,NA
"653",653,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0988,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2012,5,NA,NA
"654",654,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1003,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2012,6,NA,NA
"655",655,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0989,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2012,7,NA,NA
"656",656,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1005,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2012,8,NA,NA
"657",657,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.1003,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2012,9,NA,NA
"658",658,1.02,"Unemployment Rate (Toronto Residents)","m","p",0.0993,NA,NA,1,"Down","Economy","Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ","",2012,10,NA,NA
